FacilityName|FacilityNPI|FacilityType|FacilityMedicaidLicenseID1|FacilityMedicaidLicenseState1|FacilityMedicaidLicenseEffectiveDate1|FacilityMedicaidLicenseTerminationDate1|FacilityStateLicenseID1|FacilityStateLicenseState1|FacilityStateLicenseType1|FacilityStateLicenseEffectiveDate1|FacilityStateLicenseTerminationDate1|FacilityBoardCerficationID1|FacilityBoardCertificationType1|FacilityBoardCertificationEffectiveDate1|FacilityBoardCertificationTerminationDate1|FacilityMemberAssignment|BusinessName|BillingTIN|BillingAddress1|BillingAddress2|BillingCity|BillingState|BillingZip|BillingMailingAddress1|BillingMailingAddress2|BillingMailingCity|BillingMailingState|BillingMailingZip|BillingPhoneNumber|BillingFaxNumber|LocationName|FLCategory|LocationType|FacilitySubpartNPI|FLHoursOpenMon|FLHoursCloseMon|FLHoursOpenTues|FLHoursCloseTues|FLHoursOpenWed|FLHoursCloseWed|FLHoursOpenThurs|FLHoursCloseThurs|FLHoursOpenFri|FLHoursCloseFri|FLHoursOpenSat|FLHoursCloseSat|FLHoursOpenSun|FLHoursCloseSun|FLShowInDirectory|FLLanguage1|FLLanguage2|FLLanguage3|FLLanguage4|FLPrimarySpecialty|FLStateReportingProviderTypePrimary|FLStateReportingProviderSpecialtyPrimary|FLAdditionalSpecialty1|FLStateReportingProviderType1|FLStateReportingProviderSpecialty1|FLAdditionalSpecialty2|FLStateReportingProviderType2|FLStateReportingProviderSpecialty2|FLAdditionalSpecialty3|FLStateReportingProviderType3|FLStateReportingProviderSpecialty3|FLAdditionalSpecialty4|FLStateReportingProviderType4|FLStateReportingProviderSpecialty4|FLAdditionalSpecialty5|FLStateReportingProviderType5|FLStateReportingProviderSpecialty5|FLAdditionalSpecialty6|FLStateReportingProviderType6|FLStateReportingProviderSpecialty6|FLAdditionalSpecialty7|FLStateReportingProviderType7|FLStateReportingProviderSpecialty7|FLAdditionalSpecialty8|FLStateReportingProviderType8|FLStateReportingProviderSpecialty8|FLAdditionalSpecialty9|FLStateReportingProviderType9|FLStateReportingProviderSpecialty9|LocationAcceptsNewPatients|FLMinimumPatientAge|FLMaximumPatientAge|FLEHRUsed|FLHandicapAccessible|FLWheelchairAccessibleExamRoom|FLTerminationDate|FLTerminationReason|LocationAddress1|LocationAddress2|LocationCity|LocationState|LocationZip|PrimaryLocation|FLMailingAddress1|FLMailingAddress2|FLMailingCity|FLMailingState|FLMailingZip|LocationPhone|LocationFax|FLWebsiteURL|FLCCNetworkName|FLCCSubnetworkName|FLCCAffiliationID|FLCCContractID|FLCCReimbursementRate|FLCCAssignmentEffectiveDate|FLCCAssignmentTerminationDate|FirstName|MiddleName|LastName|Suffix|ProviderNPI|Gender|DateofBirth|SSN|ProviderLanguage1|ProviderLanguage2|ProviderLanguage3|ProviderLanguage4|ProviderPhoneNumber|ProviderFaxNumber|ProviderEmail|ProviderCredentialCode|PCP|ProviderPrimarySpecialtyCode|ProviderAdditionalSpecialty1|ProviderAdditionalSpecialty2|ProviderAdditionalSpecialty3|ProviderEngagementPriority|ApplicationCompleteDate|CredentialingApprovedDate|ProviderMedicaidLicenseID1|ProviderMedicaidLicenseState1|ProviderMedicaidLicenseEffectiveDate1|ProviderMedicaidLicenseTerminationDate1|ProviderStateLicenseID1|ProviderStateLicenseState1|ProviderStateLicenseType1|ProviderStateLicenseEffectiveDate1|ProviderStateLicenseTerminationDate1|ProviderBoardCerficationID1|ProviderBoardCertificationType1|ProviderBoardCertificationEffectiveDate1|ProviderBoardCertificationTerminationDate1|PLCategory|PLPrimarySpecialty|PLStateReportingProviderTypePrimary|PLStateReportingProviderSpecialtyPrimary|PLAdditionalSpecialty1|PLStateReportingProviderType1|PLStateReportingProviderSpecialty1|PLAdditionalSpecialty2|PLStateReportingProviderType2|PLStateReportingProviderSpecialty2|PLAdditionalSpecialty3|PLStateReportingProviderType3|PLStateReportingProviderSpecialty3|PLAdditionalSpecialty4|PLStateReportingProviderType4|PLStateReportingProviderSpecialty4|PLAdditionalSpecialty5|PLStateReportingProviderType5|PLStateReportingProviderSpecialty5|PLAdditionalSpecialty6|PLStateReportingProviderType6|PLStateReportingProviderSpecialty6|PLAdditionalSpecialty7|PLStateReportingProviderType7|PLStateReportingProviderSpecialty7|PLAdditionalSpecialty8|PLStateReportingProviderType8|PLStateReportingProviderSpecialty8|PLAdditionalSpecialty9|PLStateReportingProviderType9|PLStateReportingProviderSpecialty9|ProviderIsPCPLocation|PLAcceptsNewPatients|PLMinimumPatientAge|PLMaximumPatientAge|PLHoursOpenMon|PLHoursCloseMon|PLHoursOpenTues|PLHoursCloseTues|PLHoursOpenWed|PLHoursCloseWed|PLHoursOpenThurs|PLHoursCloseThurs|PLHoursOpenFri|PLHoursCloseFri|PLHoursOpenSat|PLHoursCloseSat|PLHoursOpenSun|PLHoursCloseSun|PLShowInDirectory|PLTerminationDate|PLTerminationReason|PLPhoneNumber|PLFaxNumber|PLAddress1|PLAddress2|PLCity|PLState|PLZip|ProviderPrimaryLocation|PLMailingAddress1|PLMailingAddress2|PLMailingCity|PLMailingState|PLMailingZip|PhysHospRelNPI1|PhysHospRelEffectiveDate1|PhysHospRelTerminationDate1|PhysHospRelType1|PhysHospRelNPI2|PhysHospRelEffectiveDate2|PhysHospRelTerminationDate2|PhysHospRelType2|PhysHospRelNPI3|PhysHospRelEffectiveDate3|PhysHospRelTerminationDate3|PhysHospRelType3|PhysHospRelNPI4|PhysHospRelEffectiveDate4|PhysHospRelTerminationDate4|PhysHospRelType4|PhysHospRelNPI5|PhysHospRelEffectiveDate5|PhysHospRelTerminationDate5|PhysHospRelType5|PLCCNetworkName|PLCCSubnetworkName|PLCCAffiliationID|PLCCContractID|PLCCReimbursementRate|PLCCAssignmentEffectiveDate|PLCCAssignmentTerminationDate
Test 9999900811|9999900811|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 811||Lastname||9999910811|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900811|9999900811|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 811||Lastname||9999910811|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||
Test 9999900812|9999900812|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 812||Lastname||9999910812|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900812|9999900812|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 812||Lastname||9999910812|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270-D|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900813|9999900813|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 813||Lastname||9999910813|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|||||||||||||||||||||||||||
Test 9999900813|9999900813|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 813||Lastname||9999910813|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|||||||||||||||||||||||||||
Test 9999900814|9999900814|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 814||Lastname||9999910814|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||B||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900815|9999900815|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 815||Lastname||9999910815|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900816|9999900816|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 816||Lastname||9999910816|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||a||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900817|9999900817|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 817||Lastname||9999910817|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||nn||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900818|9999900818|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 818||Lastname||9999910818|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||   ||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900819|9999900819|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 819||Lastname||9999910819|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||			||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900820|9999900820|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 820||Lastname||9999910820|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||   B   ||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900821|9999900821|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 821||Lastname||9999910821|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||			B			||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900822|9999900822|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 822||Lastname||9999910822|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900823|9999900823|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 823||Lastname||9999910823|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||B||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900823|9999900823|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 823||Lastname||9999910823|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900824|9999900824|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 824||Lastname||9999910824|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||F||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900824|9999900824|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 824||Lastname||9999910824|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900825|9999900825|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 825||Lastname||9999910825|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900826|9999900826|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 826||Lastname||9999910826|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||A||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900827|9999900827|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 827||Lastname||9999910827|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900828|9999900828|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 828||Lastname||9999910828|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||F||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900828|9999900828|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 828||Lastname||9999910828|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||G||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900829|9999900829|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 829||Lastname||9999910829|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||H||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900829|9999900829|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 829||Lastname||9999910829|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||S||||||||||||||||||||||1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900830|9999900830|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 830||Lastname||9999910830|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||N||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900830|9999900830|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 830||Lastname||9999910830|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||N||||||||||||||||||||||1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900831|9999900831|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 831||Lastname||9999910831|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567890|1234567891|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900832|9999900832|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 832||Lastname||9999910832|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||123456789||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900833|9999900833|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 833||Lastname||9999910833|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12345678901||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900834|9999900834|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 834||Lastname||9999910834|||||||||||||101Y00000X|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||123456789|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900835|9999900835|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 835||Lastname||9999910835|||||||||||||101Y00000X|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12345678901|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900836|9999900836|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 836||Lastname||9999910836|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12345a7890||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900837|9999900837|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 837||Lastname||9999910837|||||||||||||101Y00000X|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12345b7890|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900838|9999900838|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 838||Lastname||9999910838|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||   |   |1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900839|9999900839|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 839||Lastname||9999910839|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||			|			|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900840|9999900840|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 840||Lastname||9999910840|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||   1234567890   |   1234567890   |1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900841|9999900841|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 841||Lastname||9999910841|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||			1234567890			|			1234567890			|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900842|9999900842|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 842||Lastname||9999910842|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567890; 1234567891|1234567892; 1234567893|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900843|9999900843|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 843||Lastname||9999910843|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567890|1234567892|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900843|9999900843|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 843||Lastname||9999910843|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567891|1234567893|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900844|9999900844|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 844||Lastname||9999910844|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567892|1234567893|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900845|9999900845|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 845||Lastname||9999910845|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||123456789|123456789|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900846|9999900846|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 846||Lastname||9999910846|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567890|1234567891|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900846|9999900846|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 846||Lastname||9999910846|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567892|1234567893|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900847|9999900847|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 847||Lastname||9999910847|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900848|9999900848|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 848||Lastname||9999910848|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567890|1234567892|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900848|9999900848|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 848||Lastname||9999910848|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567891|1234567893|1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
Test 9999900849|9999900849|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Scenario 849||Lastname||9999910849|||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1234567892|1234567895|1401 HARRODSBURG RD|# C-335|LEXINGTON|KY|40504||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||
